key,en,fr,fr_CA,fr_FR,da,ru,sv,de,es,pt
Competition.announcerLiveDecisions,Referee decisions visible to announcer,Décisions des arbitres visibles à l'annonceur,,,Dommerafgørelser synlige for announcer,Вкл. решения рефери для судьи-информатора,Referee decisions visible to announcer,Kampfrichterentscheidung sichtbar für Sprecher,Decisiones del árbitro visibles para el locutor,Decisões do árbitro visíveis ao locutor
Competition.announceLiverDecisionsExplanation,"The announcer sees each referee's decisions live, immediately as it is entered.","L'annonceur voit les décisions dès que chaque arbitre la fournit, en direct.",,,Announcer ser hver dommers afgørelse i samme øjeblik den er afgivet.,"Судья-информатор видит решения каждого рефери, сразу же, как только они вводятся.","The announcer sees each referee's decisions live, immediately as it is entered.","Der Sprecher sieht die Kampfrichterentscheidung live, in dem Moment wenn sie eingegeben wurde.","El locutor ve las decisiones de cada órbitro en vivo, inmediatamente cuando se ingresa.","O locutor vê as decisões de cada árbitro ao vivo, imediatamente após sua entrada."
Unexpected_event_state,Cannot {0} when {1}.,Ne pas {0} quand {1},,,Kan ikke {0} mens {1}.,"Вы не должны {0}, когда {1}.",Cannot {0} when {1}.,Cannot {0} when {1}.,No se puede {0} cuando {1}.,Cannot {0} when {1}.
EVENT_BarbellOrPlatesChanged,change barbell or plates,changer les disques ou l'haltère,changer les plaques ou la barre,,skift stang eller skiver,заменить штангу или диски,change barbell or plates,change barbell or plates,cambiar barra o platos,change barbell or plates
EVENT_BreakPaused,pause break,interrompre la pause,,,pause sat i bero,пауза в перерыве,pause break,pause break,pause break,pause break
EVENT_BreakStarted,start break,démarrer une pause,,,start pause,включить перерыв,start break,start break,start break,start break
EVENT_DecisionFullUpdate,update referee decisions,mettre à jour les décisions,,,opdater dommer afgørelse,обновить решения рефери,update referee decisions,update referee decisions,actualizar las decisiones del árbitro,update referee decisions
EVENT_DecisionReset,hide decisions,cacher les décisions,,,skjul afgørelser,скрыть решения,hide decisions,hide decisions,ocultar decisiones,hide decisions
EVENT_DecisionUpdate,update a referee decision,mettre à jour une décision,,,opdater en dommer afgørelse,обновить решение рефери,update a referee decision,update a referee decision,actualizar una decisión del árbitro,update a referee decision
EVENT_DownSignal,give down signal,donner le signal terre,,,giv ned signal,показать сигнал опустить,give down signal,give down signal,dar señal de bajada,give down signal
EVENT_ExplicitDecision,give decision,annoncer la décision,,,afgiv afgørelse,показать решение,give decision,give decision,dar decisión,give decision
EVENT_ForceTime,reset timer explicitly,réinitialiser le chrono,,,reset timer explicitly,сброс таймера однозначно,reset timer explicitly,reset timer explicitly,restablecer temporizador explícitamente,reset timer explicitly
EVENT_JuryDecision,start jury deliberation,démarrer la délibération du jury,,,start jury votering,начать обсуждения в жюри,start jury deliberation,start jury deliberation,iniciar deliberación del jurado,start jury deliberation
EVENT_StartLifting,start lifting,démarrer les levers,,,start konkurrencen,начать подъём,start lifting,start lifting,empezar a levantar,start lifting
EVENT_SwitchGroup,load a group,choisir un groupe,,,load en gruppe,загрузить группу,load a group,load a group,cargar un grupo,load a group
EVENT_TimeOver,signal time over,signaler que le temps est écoulé,,,signalér at tiden er gået,время сигнала истекло,signal time over,signal time over,señal de tiempo terminado,signal time over
EVENT_TimeStarted,start clock,démarrer le chrono,,,start uret,запустить время,start clock,start clock,reloj de inicio,start clock
EVENT_TimeStopped,stop clock,arrèter le chrono,,,stop uret,остановить время,stop clock,stop clock,detener el reloj,stop clock
EVENT_WeightChanged,change requested weight,changer le poids demandé,,,ret ønsket vægt,изменить заявленный вес,change requested weight,change requested weight,cambiar el peso solicitado,change requested weight
STATE_INACTIVE,platform is inactive,la plateforme est inactive,,,platformen er inaktiv,помост не задействован,platform is inactive,platform is inactive,la plataforma está inactiva,platform is inactive
STATE_BREAK,during a break,qu'une pause est en cours,,,pause igang,перерыв в действии,a break is in effect,a break is in effect,durante un descanso,a break is in effect
STATE_CURRENT_ATHLETE_DISPLAYED,clock has not started,le chrono n'est pas démarré,,,uret er ikke startet,время ещё не включено,clock has not started,clock has not started,el reloj no ha comenzado,clock has not started
STATE_TIME_RUNNING,clock is running,le chrono est démarré,,,uret kører,время идёт,clock is running,clock is running,el reloj corre,clock is running
STATE_TIME_STOPPED,clock has been stopped,le chrono est arrêté,,,uret er blevet stoppet,время было остановлено,clock has been stopped,clock has been stopped,reloj ha sido detenido,clock has been stopped
STATE_DOWN_SIGNAL_VISIBLE,down signal is being shown,le signal terre a été donné,,,ned signal vises,отображается сигнал (стрелка) вниз,down signal is being shown,down signal is being shown,se muestra la señal de bajada,Sinal de baixar está sendo mostrado
STATE_DECISION_VISIBLE,decision is being shown,la décision est visible,,,afgørelse vises,решение отображается,decision is being shown,decision is being shown,la decisión se muestra,A decisão está sendo mostrada
ERROR_WAIT_FOR_RESET,Please wait until decision has been shown. Do not start time when decision is still visible.,SVP attendre que la décision ait été vue. Ne pas démarrer le chrono quand la décision est visible.,,,Vent venligst indtil afgørelsen er blevet vist. Start ikke uret mens afgørelsen stadig er synlig,"Пожалуйста, подождите, пока решение рефери отобразится. Не запускайте время, когда решение всё ещё отображается.",Please wait until decision has been shown. Do not start time when decision is still visible.,Please wait until decision has been shown. Do not start time when decision is still visible.,Espere hasta que se muestre la decisión. No comience la hora cuando la decisión aún es visible.,Aguarde até que a decisão seja mostrada. Não inicie a hora quando a decisão ainda estiver visível.
Config.Title,Technical Configuration,Configuration Technique,,,Tekniske indstillinger,Техническая конфигурация,Technical Configuration,Technical Configuration,Technical Configuration,Configuração Técnica
Config.AccessControlTitle,Access Control,Contrôles d'accès,,,Adgangskontrol,Контроль доступа,Access Control,Access Control,Access Control,Controle de Acesso
Config.AccessList,Authorized IP addresses,Adresses IP permises,,,Authoriserede IP adresser,Авторизированные IP- адреса,Authorized IP addresses,Authorized IP addresses,Authorized IP addresses,Endereços IP Autorizados
Config.PasswordOrPIN,Password,Mot de passe,,,Password,Пароль,Password,Password,Password,Senha
Config.PublicResultsTitle,Public Results Scoreboard Coordinates,Coordonnées du tableau de résultats à distance,,,Public Results Scoreboard Koordinater,Публичные результаты / Табло результатов / Координаты,Public Results Scoreboard Coordinates,Public Results Scoreboard Coordinates,Public Results Scoreboard Coordinates,Coordenadas do painel de resultados públicos
Config.publicResultsURL,publicresults Cloud Application URL,URL pour application publicresults dans le cloud,,,publicresults Cloud Application URL,Публичные результаты — адрес URL облачного приложения,publicresults Cloud Application URL,publicresults Cloud Application URL,publicresults Cloud Application URL,Resultados públicos URL do aplicativo em nuvem
Config.UpdateKey,Secret update key,Clé secrète de mise à jour (update key),,,Secret update key,Секретный ключ обновления,Secret update key,Secret update key,Secret update key,Chave de atualização secreta
Competition.roundRobinOrder,"Round-Robin Order (all 1st lifts, all 2nd, all 3rd)","À la ronde (tous les 1er essais, tous les 2e, tous les 3e)",,,"Round-Robin Order (all 1st lifts, all 2nd, all 3rd)","Последовательный порядок попыток (все 1-е попытки, все 2-е, все 3-и)","Round-Robin Order (all 1st lifts, all 2nd, all 3rd)","Round-Robin Order (all 1st lifts, all 2nd, all 3rd)","Round-Robin Order (all 1st lifts, all 2nd, all 3rd)","Round-Robin Order (all 1st lifts, all 2nd, all 3rd)"
Competition.roundRobinOrderExplanation,"All lifters perform their first lift according to requested weight, then same for 2nd attempt, then 3rd.","Tous les athlètes font leur 1er essai dans l'ordre de poids demandé, pareillement pour le 2e, puis le 3e.",,,"All lifters perform their first lift according to requested weight, then same for 2nd attempt, then 3rd.","Все спортсмены выполняют свой первый подъём в соответствии с требуемым весом, затем тоже самое для 2-й попытки, затем 3-й.","All lifters perform their first lift according to requested weight, then same for 2nd attempt, then 3rd.","All lifters perform their first lift according to requested weight, then same for 2nd attempt, then 3rd.","All lifters perform their first lift according to requested weight, then same for 2nd attempt, then 3rd.","Todos os atletas realizam seu primeiro levantamento de acordo com o peso solicitado, depois o mesmo para a segunda tentativa e depois para a terceira."
Upload.WrongDateFormat,"{0} is not a 4-digit year OR an ""{1}"" {2} format like {3} OR an international {4} format like {5}","{0} n'est pas une année à 4 chiffres OU un format ""{1}"" {2} comme {3} OU un format international {4} comme {5}.",{0} n'est pas une année à 4 chiffres OU un format canadien {2} comme {3} OU un format international {4} comme {5}.,{0} n'est pas une année à 4 chiffres OU un format français {2} comme {3} OU un format international {4} comme {5}.,{0} is not a 4-digit year OR a Danish {2} format like {3} OR an international {4} format like {5},{0} is not a 4-digit year OR a Russian {2} format like {3} OR an international {4} format like {5},{0} is not a 4-digit year OR a Swedish {2} format like {3} OR an international {4} format like {5},{0} is not a 4-digit year OR a German {2} format like {3} OR an international {4} format like {5},{0} is not a 4-digit year OR a Spanish {2} format like {3} OR an international {4} format like {5},{0} is not a 4-digit year OR a Portuguese {2} format like {3} OR an international {4} format like {5}
Upload.CategoryNotFoundByName,"Category  ""{0}"" is not defined.","La catégorie ""{0}"" n'est pas définie.",,,"Category  ""{0}"" is not defined.","Category  ""{0}"" is not defined.","Category  ""{0}"" is not defined.","Category  ""{0}"" is not defined.","Category  ""{0}"" is not defined.","Category  ""{0}"" is not defined."
Upload.GenderMismatch,"Gender for category ""{0}"" does not match athlete gender {1}.","Le genre pour la catégorie ""{0}"" ne correspond pas à celui de l'athlète ""{1}"".",,,"Gender for category ""{0}"" does not match athlete gender {1}.","Gender for category ""{0}"" does not match athlete gender {1}.","Gender for category ""{0}"" does not match athlete gender {1}.","Gender for category ""{0}"" does not match athlete gender {1}.","Gender for category ""{0}"" does not match athlete gender {1}.","Gender for category ""{0}"" does not match athlete gender {1}."
Upload.CategoryNotFound,"Category cannot be found using age={0}, gender={1}, weight={2}","Categorie introuvable avec age={0}, genre={1}, poids={2}",,,"Category cannot be found using age={0}, gender={1}, weight={2}","Category cannot be found using age={0}, gender={1}, weight={2}","Category cannot be found using age={0}, gender={1}, weight={2}","Category cannot be found using age={0}, gender={1}, weight={2}","Category cannot be found using age={0}, gender={1}, weight={2}","Category cannot be found using age={0}, gender={1}, weight={2}"
Upload.GroupNotDefined,"Group ""{0}"" is not defined.","Le groupe ""{0}"" n'est pas défini.",,,"Group ""{0}"" is not defined.","Group ""{0}"" is not defined.","Group ""{0}"" is not defined.","Group ""{0}"" is not defined.","Group ""{0}"" is not defined.","Group ""{0}"" is not defined."
